name,year_published,min_players,max_players,play_time,min_age,users_rated,rating_average,bgg_rank,complexity_average,owned_users,mechanics
Breaking the Chains: War in the South China Sea,2014.0,1,10,1200,0,80,6.84,9282,3.08,288.0,"Cooperative Game, Hexagon Grid, Scenario / Mission / Campaign Game, Simulation, Solo / Solitaire Game"
Star Wars: Trading Card Game,2002.0,2,2,45,10,463,5.86,9283,1.98,757.0,Action Points
Patrol: Lost!,2009.0,2,2,30,12,72,6.87,9284,1.75,144.0,"Area Movement, Dice Rolling"
Enchanters: East Quest,2020.0,1,4,60,10,54,7.83,9285,2.0,531.0,"Card Drafting, Set Collection"
Imagineers,2019.0,2,4,60,14,100,6.6,9286,2.0,294.0,"Mancala, Set Collection, Tile Placement"
Holdfast: Tunisia 1942-43,2018.0,1,2,90,12,39,8.37,9287,2.8,138.0,"Action Points, Dice Rolling, Grid Movement, Hexagon Grid, Simulation"
Hunters of Arcfall,2014.0,2,6,30,8,181,6.12,9288,1.43,383.0,"Dice Rolling, Push Your Luck"
The Fall Of The Third Reich,2016.0,1,4,600,0,52,7.74,9289,3.29,221.0,"Dice Rolling, Grid Movement, Hexagon Grid, Ratio / Combat Results Table, Variable Set-up"
Loch Ness,2010.0,2,5,20,4,249,5.97,9290,1.14,352.0,"Dice Rolling, Point to Point Movement, Roll / Spin and Move"
Mount Drago,2011.0,2,5,30,8,348,5.91,9291,1.83,391.0,Hand Management
Grim Doom,2018.0,2,2,45,13,65,7.62,9292,2.75,116.0,"Deck Bag and Pool Building, Hand Management, Rock-Paper-Scissors"
Frischfleisch,1999.0,2,6,120,18,151,6.14,9293,2.55,244.0,Modular Board
Dungeon Solitaire: Labyrinth of Souls,2016.0,1,2,0,0,56,7.59,9294,1.8,209.0,Solo / Solitaire Game
Morelli,2011.0,2,2,45,8,71,7.3,9295,3.5,49.0,"Grid Movement, Pattern Building"
IRONDIE,2010.0,2,2,15,13,111,6.39,9296,2.13,220.0,Dice Rolling
GYÜMI Géniusz,2015.0,1,5,25,8,72,7.14,9297,2.2,140.0,"Memory, Set Collection"
"Winged Horse: Campaigns in Vietnam, 1965-66",2006.0,2,2,480,0,63,7.2,9298,3.0,344.0,"Dice Rolling, Hexagon Grid"
W?adca Areny,2012.0,2,2,60,14,86,6.88,9299,3.45,113.0,"Action Points, Dice Rolling, Grid Movement, Modular Board, Role Playing, Simultaneous Action Selection, Variable Player Powers"
TAIJI,2007.0,2,2,30,7,116,6.37,9300,2.07,105.0,Tile Placement
Noises at Night,2018.0,2,4,20,8,109,6.61,9301,1.67,355.0,"Card Drafting, Hand Management, Pattern Recognition"
Funfair,2010.0,3,6,30,8,269,5.91,9302,1.43,353.0,"Card Drafting, Set Collection, Team-Based Game"
The Refuge: A Race for Survival,2016.0,2,6,60,13,181,6.48,9303,1.29,396.0,"Area Majority / Influence, Area Movement, Card Drafting, Pattern Recognition"
Nature of the Beast: Farm vs. Forest,2005.0,2,4,60,12,105,6.47,9304,2.59,316.0,"Area Majority / Influence, Grid Movement, Take That"
Eylau 1807,2007.0,2,2,240,0,56,7.54,9305,2.9,240.0,Hexagon Grid
The Battle of Five Armies,1984.0,2,2,150,12,107,6.46,9306,2.73,291.0,"Chit-Pull System, Hexagon Grid"
Verona Twist,2018.0,2,2,30,9,93,6.9,9307,2.0,147.0,Grid Movement
Misión Marte,2020.0,1,6,15,8,68,7.01,9308,1.0,184.0,Pattern Building
Ulti,0.0,3,3,0,8,47,8.11,9309,3.27,62.0,"Betting and Bluffing, Trick-taking"
The American Revolution: Decision in North America,2011.0,2,2,300,0,60,7.11,9310,2.75,335.0,"Area Majority / Influence, Dice Rolling, Movement Points, Point to Point Movement, Simulation"
World of Draghan: Sneaky Ol' Dragons,2019.0,2,6,40,8,49,7.85,9311,2.0,88.0,"Action Queue, Card Drafting, Take That"
Baby Clues,2016.0,2,4,30,8,90,6.69,9312,1.0,125.0,Set Collection
Star Wars: Battle for Endor,1989.0,1,1,60,12,162,6.14,9313,2.15,405.0,"Campaign / Battle Card Driven, Dice Rolling, Grid Movement, Hexagon Grid, Simulation"
The Broadway Game,1981.0,2,6,120,12,121,6.44,9314,2.31,230.0,"Roll / Spin and Move, Stock Holding"
La Petite Mort,2018.0,2,4,20,14,114,6.51,9315,1.33,255.0,"Card Drafting, Pattern Building, Pattern Recognition, Simultaneous Action Selection, Storytelling"
Twitch,1998.0,3,6,15,10,178,6.07,9316,1.17,371.0,
The Last King of Scotland: The Uganda-Tanzania War 1978-1978,2011.0,1,2,90,13,83,6.71,9317,2.18,214.0,"Dice Rolling, Hexagon Grid"
The Men Who Would Be Kings: Colonial Wargaming Rules,2016.0,2,2,0,12,37,8.12,9318,2.25,125.0,"Dice Rolling, Line of Sight, Scenario / Mission / Campaign Game, Simulation"
"Case White: The Invasion of Poland, 1939",1977.0,2,2,120,12,124,6.44,9320,3.79,427.0,"Dice Rolling, Hexagon Grid, Simulation"
Arcane Bakery Clash,2018.0,2,2,30,8,93,6.74,9321,1.5,366.0,"Hand Management, Memory"
The Lonely Mountain,1984.0,2,5,90,13,100,6.57,9322,2.88,296.0,"Dice Rolling, Hexagon Grid, Role Playing"
Medieval Realms,2019.0,2,5,90,12,77,7.24,9323,2.67,167.0,"Auction/Bidding, Card Drafting, Secret Unit Deployment"
SHIBUYA,2017.0,2,4,40,8,73,6.79,9324,2.25,180.0,"Team-Based Game, Tile Placement"
All Quiet on the Western Front,1997.0,1,2,360,12,58,7.34,9325,2.88,225.0,Hexagon Grid
Chaostle,2011.0,2,8,120,10,245,6.37,9326,2.25,464.0,"Campaign / Battle Card Driven, Dice Rolling, Modular Board, Role Playing, Roll / Spin and Move, Variable Player Powers"
"The Army of the Heartland: The Army of Tennessee's Campaigns, 1861-1863",1996.0,2,2,0,12,66,7.12,9327,3.71,307.0,Hexagon Grid
Czas Honoru: Operacja Most III,2013.0,2,2,30,12,120,6.39,9328,2.47,284.0,"Campaign / Battle Card Driven, Dice Rolling, Hand Management, Variable Player Powers"
TOP Kitchen,2017.0,2,4,70,10,158,6.64,9329,2.0,204.0,"Auction/Bidding, Dice Rolling, Hand Management"
Bell-Bottomed Badassses on the Mean Streets of Funk,2004.0,2,6,40,13,221,5.96,9330,1.48,551.0,Set Collection
Monikers: More Monikers,2019.0,4,20,60,18,38,7.89,9331,0.0,212.0,
The Ninth World: A Skillbuilding Game for Numenera,2018.0,1,5,60,13,121,6.31,9332,2.67,439.0,"Auction/Bidding, Cooperative Game, Hand Management, Variable Player Powers"
Objective Moscow: The Death of Soviet Communism,1978.0,1,3,360,12,103,6.56,9333,4.0,289.0,"Hexagon Grid, Simulation"
Gazala,1998.0,2,4,180,12,86,6.68,9334,2.74,416.0,Hexagon Grid
Oak & Iron: Core Box,2019.0,2,2,45,12,38,8.8,9335,2.67,134.0,"Action Queue, Dice Rolling, Measurement Movement, Player Elimination, Simultaneous Action Selection, Team-Based Game, Variable Player Powers"
Bluff in Zoo,2013.0,2,6,20,8,117,6.33,9336,1.11,105.0,
Napoleon's Quagmire,2017.0,2,2,0,0,44,8.06,9337,3.0,228.0,"Campaign / Battle Card Driven, Dice Rolling, Grid Movement, Hexagon Grid, Movement Points, Simulation, Zone of Control"
Flag Dash,2016.0,2,4,40,8,203,6.21,9338,2.38,700.0,"Action Queue, Push Your Luck, Simultaneous Action Selection, Take That, Team-Based Game, Variable Player Powers"
Age of Exploration,1994.0,1,6,180,14,186,6.04,9339,3.06,483.0,Push Your Luck
The Perfumer,2016.0,2,5,90,12,133,6.34,9340,2.5,193.0,"Action Points, Area Movement, Memory, Pick-up and Deliver"
No Escape,2018.0,2,8,45,13,79,6.86,9341,2.0,162.0,"Grid Movement, Modular Board, Network and Route Building, Roll / Spin and Move, Take That, Tile Placement"
Gamer Over! A Game Fair Murder Mystery,2017.0,7,8,180,12,44,7.69,9342,0.0,244.0,Role Playing
Superclub,2019.0,2,6,180,13,58,7.97,9343,2.43,123.0,"Action Drafting, Auction/Bidding, Card Drafting, Command Cards, Income, Investment, Ownership, Turn Order: Stat-Based"
Stone Daze,2018.0,2,6,60,10,59,7.67,9344,2.0,130.0,"Action Queue, Modular Board, Simultaneous Action Selection"
Battlegroup: Kursk,2012.0,2,0,120,12,51,7.86,9345,3.33,102.0,"Action Points, Chit-Pull System, Dice Rolling, Point to Point Movement, Simulation"
Mad Science Foundation,2016.0,2,4,45,15,114,6.45,9346,2.0,454.0,"Card Drafting, Set Collection"
Tomb Trader,2017.0,3,6,10,6,88,6.68,9347,1.67,288.0,Simultaneous Action Selection
Corteo,1979.0,2,8,120,12,73,7.07,9348,3.09,151.0,"Dice Rolling, Grid Movement, Hexagon Grid, Ratio / Combat Results Table, Simulation"
Slaughterville,2015.0,1,6,120,14,136,6.52,9349,3.0,346.0,"Action Points, Cooperative Game, Dice Rolling"
Crete 1941: Operation Mercury,2016.0,1,1,0,0,46,7.52,9350,2.5,193.0,"Point to Point Movement, Solo / Solitaire Game"
Volltreffer,1999.0,3,5,30,10,80,6.65,9351,2.0,140.0,Trick-taking
Geometric Art,2019.0,3,5,30,7,68,7.08,9352,1.75,97.0,"Betting and Bluffing, Dice Rolling, Line Drawing"
Quatre Batailles en Espagne,2015.0,2,4,0,0,51,7.74,9353,3.17,259.0,"Dice Rolling, Hexagon Grid, Simulation"
Fado: Duetos e Desgarradas,2018.0,2,4,30,7,57,7.8,9354,1.67,124.0,"Card Drafting, Hand Management, Set Collection"
Spy Tricks,2016.0,3,4,0,0,81,6.66,9355,2.0,199.0,Trick-taking
Hands,2015.0,3,8,20,8,126,6.33,9356,1.17,233.0,"Acting, Pattern Recognition"
Waterloo 1815: Napoleon's Last Battle,2016.0,2,8,180,13,40,8.34,9357,4.14,120.0,"Dice Rolling, Measurement Movement, Scenario / Mission / Campaign Game, Simulation"
Sumo!,2000.0,2,2,20,12,377,5.81,9358,1.27,555.0,"Hand Management, Simultaneous Action Selection"
Trick or Treat,2011.0,2,6,45,13,72,6.97,9359,1.67,219.0,Set Collection
Dr. Microbe,2017.0,2,4,15,8,234,5.96,9360,1.0,664.0,
Kernstown,2019.0,1,2,480,13,42,8.35,9361,3.5,222.0,"Chit-Pull System, Dice Rolling, Grid Movement, Hexagon Grid, Simulation"
Stinky Business,2015.0,2,5,90,10,125,6.32,9362,2.2,201.0,"Area Majority / Influence, Card Drafting, Dice Rolling, Hand Management"
Battlegroup: Rule Book,2013.0,2,0,120,12,46,8.24,9363,3.25,95.0,"Action Points, Dice Rolling, Simulation, Variable Player Powers"
Parley,2017.0,4,6,120,14,63,8.1,9364,3.0,57.0,"Network and Route Building, Secret Unit Deployment, Voting"
Kyoto Protocol,2015.0,2,7,30,8,86,6.56,9365,1.67,50.0,"Card Drafting, Hand Management, Set Collection"
Pralaya,2015.0,2,5,20,10,62,7.04,9366,1.25,186.0,"Action Points, Card Drafting, Push Your Luck, Set Collection"
Neon Gods,2018.0,2,4,120,14,105,6.49,9367,2.0,366.0,"Area Majority / Influence, Command Cards, Deck Bag and Pool Building, Dice Rolling, Grid Movement, Hand Management, King of the Hill, Square Grid, Turn Order: Progressive, Variable Set-up"
Colonies,2012.0,3,5,150,14,60,7.04,9368,3.6,81.0,"Trading, Voting"
Word Whimsy,2013.0,3,7,30,15,89,6.85,9369,1.0,222.0,
Sagunto: The Battle for Valencia,1993.0,2,2,240,12,53,7.37,9370,3.91,213.0,"Hexagon Grid, Simulation"
Kaiju Siege,2017.0,1,1,20,12,44,7.85,9371,2.33,111.0,"Dice Rolling, Rondel, Variable Player Powers, Worker Placement"
Misty,2019.0,2,5,15,6,147,6.3,9372,1.17,370.0,Card Drafting
Blood & Iron,1993.0,2,2,300,0,115,6.4,9373,2.5,479.0,"Dice Rolling, Hexagon Grid, Simulation"
Bosworth,1998.0,2,4,60,8,358,5.85,9374,2.1,749.0,Grid Movement
Magic Realm Light 30,2015.0,1,1,45,0,53,7.26,9375,2.78,172.0,"Action Queue, Paper-and-Pencil, Role Playing"
One Week Ultimate Werewolf,2018.0,3,7,60,8,261,5.96,9376,2.0,881.0,"Hand Management, Modular Board, Role Playing, Traitor Game, Voting"
Rowboat,2009.0,2,4,60,13,183,6.11,9377,2.13,455.0,"Hand Management, Trick-taking"
Dicey Peaks,2017.0,2,6,50,8,202,6.16,9378,1.0,541.0,"Catch the Leader, Dice Rolling, Modular Board, Push Your Luck, Re-rolling and Locking"
Pisa,1999.0,3,5,45,12,116,6.29,9379,1.75,228.0,Trick-taking
Hue,1973.0,2,2,180,12,83,6.69,9380,2.43,239.0,"Dice Rolling, Grid Movement, Hexagon Grid, Ratio / Combat Results Table, Simulation, Variable Set-up"
Callisto,2015.0,2,4,30,7,97,6.49,9381,1.8,204.0,"Enclosure, Tile Placement"
Rolling Empires,2017.0,2,6,120,13,67,7.26,9382,2.83,150.0,"Area Majority / Influence, Deck Bag and Pool Building, Dice Rolling, Set Collection"
Outer Earth,2013.0,2,4,60,13,82,6.66,9383,2.2,191.0,"Action Points, Auction/Bidding, Hand Management, Set Collection"
10 Negritos,2014.0,1,6,90,8,155,6.21,9384,2.41,256.0,"Area Movement, Cooperative Game, Simultaneous Action Selection, Time Track"
Waterloo,1962.0,2,2,120,12,417,5.89,9385,2.21,1067.0,"Dice Rolling, Hexagon Grid"
Veto! Szlachecka Gra Karciana 2 edycja (2ed),2007.0,2,2,30,10,88,6.66,9386,2.71,120.0,"Auction/Bidding, Hand Management, Take That"
Piratas!,2015.0,2,6,15,16,89,6.87,9387,1.0,162.0,"Hand Management, Take That"
Walking on the Moon,2016.0,2,5,45,10,80,6.85,9388,1.6,163.0,"Action Queue, Dice Rolling, Point to Point Movement, Roll / Spin and Move"
Ants!,2009.0,2,6,60,8,230,6.02,9389,2.22,288.0,"Area Majority / Influence, Area Movement, Dice Rolling, Network and Route Building"
Rukshuk,2006.0,2,6,30,8,346,5.91,9390,1.34,595.0,Stacking and Balancing
Invasion of the Air-eaters,1979.0,2,2,90,10,122,6.27,9391,1.93,458.0,"Dice Rolling, Grid Movement, Hexagon Grid, Movement Points, Ratio / Combat Results Table, Simulation, Tech Trees / Tech Tracks"
Tannenberg 1914,1990.0,2,3,240,0,68,7.0,9392,3.45,110.0,Hexagon Grid
Ladrillazo,2017.0,1,6,90,18,87,6.72,9393,2.0,155.0,Card Drafting
My Farm Shop,2020.0,2,4,45,8,65,7.06,9394,2.0,146.0,Dice Rolling
War Between The States 1861-1865 (Second Edition),2004.0,2,2,360,12,64,7.19,9395,3.75,235.0,"Dice Rolling, Hexagon Grid, Movement Points, Simulation"
Wurst Case Scenario,2018.0,2,6,15,8,118,6.45,9396,1.33,184.0,"Hand Management, Player Elimination"
AYA,2015.0,2,5,30,8,253,5.95,9397,1.6,624.0,Cooperative Game
Flagship: Prometheus Unchained,2002.0,2,4,180,10,184,6.04,9398,2.08,430.0,Campaign / Battle Card Driven
The Chaco War,1991.0,2,2,90,12,95,6.58,9399,2.71,508.0,Hexagon Grid
Matterhorn,2017.0,2,4,30,8,116,6.33,9400,1.5,168.0,"Dice Rolling, Push Your Luck"
Ghooost!,2013.0,2,6,20,8,1025,5.67,9401,1.42,2046.0,"Hand Management, Ladder Climbing, Single Loser Game"
DragonStone Mine!,2016.0,2,4,30,5,91,6.94,9402,2.5,191.0,Pattern Building
"Year of the Rat: Vietnam, 1972",1972.0,2,2,120,12,99,6.81,9403,2.89,366.0,"Dice Rolling, Hexagon Grid"
Biergarten,2016.0,2,5,20,12,151,6.16,9404,2.0,447.0,"Enclosure, Set Collection, Tile Placement"
Blocks in Afrika,2014.0,2,4,60,14,42,8.09,9405,3.89,205.0,"Dice Rolling, Hexagon Grid, Secret Unit Deployment, Simulation"
Red Dragon / Green Crescent,2012.0,1,2,180,14,59,7.09,9406,2.25,320.0,"Area Movement, Dice Rolling"
Automata NOIR,2018.0,2,4,30,0,63,7.07,9407,1.5,207.0,"Secret Unit Deployment, Team-Based Game, Variable Player Powers"
"Drive on Moscow: Operation Typhoon, 1941",2007.0,2,2,240,12,74,6.97,9408,2.38,357.0,"Dice Rolling, Hexagon Grid, Simulation, Variable Phase Order"
Bunte Runde,2005.0,2,6,15,6,205,5.98,9409,1.17,160.0,"Rondel, Set Collection"
La Loire,2012.0,1,4,120,10,126,6.23,9410,3.0,285.0,Pick-up and Deliver
Battle Dome,1994.0,2,4,10,8,132,6.41,9411,1.0,207.0,
American Book Shop,2019.0,3,5,50,8,41,7.62,9412,1.0,53.0,Trick-taking
Trivial Pursuit: Classic Edition,2016.0,2,6,90,16,251,6.01,9413,1.0,674.0,"Roll / Spin and Move, Set Collection"
Days of Battle: Golan Heights,2013.0,2,2,120,13,51,7.3,9414,2.67,189.0,"Dice Rolling, Grid Movement, Hexagon Grid, Simulation"
"Wolfpack: Submarine Warfare in the North Atlantic, 1942-44",1974.0,1,1,120,12,187,6.24,9415,2.54,619.0,"Dice Rolling, Hexagon Grid, Simulation"
Nations at War: Stalin's Triumph,2013.0,2,2,90,12,40,8.27,9416,4.0,168.0,"Chit-Pull System, Dice Rolling, Hexagon Grid, Simulation"
Nox,2012.0,2,6,20,10,535,5.76,9417,1.23,1120.0,"Hand Management, Set Collection"
Ignis,2013.0,2,2,20,8,172,6.1,9418,1.56,353.0,Pattern Building
Crisis: Sinai 1973,1995.0,2,2,360,12,97,6.54,9419,3.44,459.0,Hexagon Grid
Red Rising,2021.0,1,6,60,14,79,7.52,9420,2.14,20.0,"Hand Management, Solo / Solitaire Game"
Embrace an Angry Wind,1992.0,2,2,360,12,77,6.81,9421,2.92,366.0,"Hexagon Grid, Simulation"
Get Packing,2018.0,2,4,15,6,192,6.11,9422,1.5,396.0,Pattern Building
Paratroop,1979.0,2,2,120,12,201,6.11,9423,2.3,725.0,"Dice Rolling, Events, Grid Movement, Hexagon Grid, Line of Sight, Movement Points, Ratio / Combat Results Table, Simulation, Variable Set-up, Zone of Control"
Manifest,2014.0,2,5,45,13,102,6.53,9424,2.8,188.0,"Deck Bag and Pool Building, Dice Rolling, Hand Management, Pick-up and Deliver, Point to Point Movement, Take That"
Geek Out!,2013.0,2,99,30,10,842,5.71,9425,1.23,2053.0,"Auction/Bidding, Dice Rolling"
CLUE: World of Harry Potter,2011.0,3,5,30,9,179,6.21,9426,1.75,512.0,Roll / Spin and Move
NUTS! Second Edition: Europe 1944,2009.0,1,0,30,10,46,7.48,9427,2.67,118.0,"Cooperative Game, Dice Rolling, Variable Player Powers"
Circus Maximus,2008.0,3,5,45,10,201,6.0,9428,2.07,501.0,
War Stories: Liberty Road,2014.0,1,2,30,8,63,7.11,9429,3.0,252.0,"Campaign / Battle Card Driven, Modular Board, Secret Unit Deployment, Variable Phase Order"
"Drive on Washington: The Battle of Monocacy Junction, July 9, 1864",1980.0,2,2,360,12,67,7.01,9430,2.94,330.0,"Hexagon Grid, Simulation"
LOT,2012.0,2,2,20,8,53,7.44,9431,1.5,76.0,Pattern Building
Alien 51: El ascensor,2019.0,1,4,20,10,96,7.27,9432,1.4,164.0,
The War Game: World War II,2005.0,2,6,240,12,90,6.95,9433,3.54,201.0,"Area Movement, Dice Rolling, Simulation, Team-Based Game"
Secret Night at Davis Manor,2019.0,4,8,120,12,48,8.01,9434,2.67,84.0,"Card Drafting, Roll / Spin and Move, Team-Based Game, Variable Player Powers"
"The Balkan Wars: Prelude to Disaster, 1912-1913",1993.0,2,2,120,12,93,6.59,9435,2.95,389.0,"Dice Rolling, Hexagon Grid, Simulation"
Make 'n' Break Extreme,2007.0,2,4,30,8,286,5.88,9436,1.15,600.0,"Real-Time, Stacking and Balancing"
LANDER,2021.0,1,4,115,14,66,7.53,9437,3.33,36.0,"Area Majority / Influence, Hand Management, Modular Board, Take That, Tile Placement, Trading, Variable Player Powers"
Kreuzwort,2013.0,1,4,20,8,98,6.41,9438,1.0,175.0,
Inchon: MacArthur's Gambit,1991.0,2,2,120,12,80,6.78,9439,3.0,371.0,Hexagon Grid
Napoleon's Wheel,2020.0,1,4,60,10,41,8.4,9440,3.0,184.0,"Dice Rolling, Grid Movement, Hexagon Grid, Movement Points, Ratio / Combat Results Table, Scenario / Mission / Campaign Game, Simulation, Zone of Control"
The Deception of Antiques: 12 Chinese Zodiac Bronze Heads,2017.0,6,8,60,8,47,7.76,9441,2.67,64.0,"Memory, Role Playing, Simultaneous Action Selection, Team-Based Game, Variable Phase Order, Variable Player Powers, Voting"
Baron Voodoo,2019.0,2,4,45,10,84,6.82,9442,2.5,184.0,"Action Queue, Area Movement"
Anno 1452,1999.0,2,4,90,12,187,6.05,9443,2.94,452.0,"Area Majority / Influence, Dice Rolling"
Bounce It-In Game,1984.0,2,4,10,6,130,6.21,9444,1.12,138.0,Pattern Building
Lion of the North: The Dawn of Modern Warfare,1993.0,2,4,180,12,145,6.26,9445,3.68,573.0,"Dice Rolling, Hexagon Grid"
"Warhammer 40,000: First Strike",2017.0,2,2,120,14,47,7.6,9446,3.0,237.0,"Action Points, Dice Rolling, Variable Player Powers"
Fickle,2019.0,3,5,30,12,83,7.33,9447,1.67,171.0,"Hand Management, Push Your Luck, Set Collection, Simultaneous Action Selection, Take That"
Dampfross 2,1985.0,2,6,75,10,67,6.94,9448,2.5,170.0,Crayon Rail System
Nickelodeon Splat Attack!,2018.0,2,4,60,14,67,7.05,9449,2.0,329.0,"Dice Rolling, Variable Player Powers"
Plunder: A Pirate's Life,2020.0,2,6,120,10,68,7.36,9450,1.86,158.0,"Area Majority / Influence, Dice Rolling, Hand Management, Modular Board, Trading"
Funky Chicken,2018.0,3,6,2,6,119,6.3,9451,0.0,440.0,Simultaneous Action Selection
Farfalia,2004.0,2,5,35,8,177,6.06,9452,1.5,410.0,Trick-taking
Cosmocracy,2016.0,3,8,45,13,72,6.93,9453,1.5,218.0,"Acting, Storytelling, Voting"
Santorini: New York,2020.0,2,5,30,8,59,7.47,9454,2.0,159.0,"Square Grid, Three Dimensional Movement, Variable Player Powers"
"Patton's Vanguard: The Battle of Arracourt, 1944",2017.0,1,2,240,0,54,7.25,9455,2.5,202.0,Area-Impulse
Dawn: Rise of the Occulites,2014.0,2,4,60,10,56,7.36,9456,2.71,214.0,"Dice Rolling, Hand Management, Modular Board, Variable Player Powers"
Across the Pacific,2010.0,2,2,0,12,46,8.1,9457,3.27,165.0,"Chit-Pull System, Hexagon Grid, Simulation"
Conquest,1972.0,2,2,30,10,71,6.79,9458,2.44,197.0,"Action Points, Point to Point Movement"
Jumble Jam,2019.0,2,5,50,8,64,7.18,9459,1.25,206.0,"Area Majority / Influence, Deck Bag and Pool Building, Pick-up and Deliver"
Chitin: I,1977.0,2,2,30,10,208,6.08,9460,1.76,545.0,"Dice Rolling, Grid Movement, Hexagon Grid, Movement Points, Ratio / Combat Results Table, Three Dimensional Movement"
Dreams of Tomorrow,2019.0,1,6,45,8,100,6.5,9461,2.0,351.0,"Rondel, Set Collection, Worker Placement"
"Red Star/White Eagle: The Russo-Polish War, 1920 - Designer Signature Edition",2018.0,1,3,480,12,40,7.76,9462,3.5,221.0,"Dice Rolling, Hexagon Grid, Simulation"
Trajan: Ancient Wars Series,2004.0,1,2,240,12,43,7.69,9463,3.67,148.0,"Dice Rolling, Grid Movement, Hexagon Grid, Simulation"
Rock'n Rodeo: Der Festivalmanager,2014.0,2,4,120,14,79,6.78,9464,3.0,161.0,"Hand Management, Tile Placement, Worker Placement"
Wurzburg: Soviet-American Combat in the '70's,1975.0,2,2,90,12,78,6.73,9465,2.27,177.0,"Dice Rolling, Hexagon Grid, Simulation, Zone of Control"
1895 Namibia,2004.0,3,3,180,12,66,6.78,9466,3.2,135.0,"Network and Route Building, Stock Holding, Tile Placement, Trading"
Kacper Ryx i Król ?ebraków,2016.0,2,5,120,14,68,7.19,9467,2.8,92.0,"Action Queue, Area Majority / Influence, Card Drafting, Dice Rolling, Hand Management"
Doom Realm,2017.0,1,1,45,12,67,7.12,9468,2.86,144.0,"Dice Rolling, Grid Movement, Hexagon Grid, Paper-and-Pencil"
Gear & Piston,2013.0,2,6,60,8,503,5.72,9469,2.13,742.0,"Card Drafting, Hand Management, Set Collection, Tile Placement, Worker Placement"
Provincia Romana,2014.0,2,6,90,13,176,6.24,9470,2.5,628.0,"Card Drafting, Hand Management"
Septikon: Uranium Wars,2012.0,2,2,45,10,122,6.36,9471,2.3,285.0,"Grid Movement, Roll / Spin and Move"
Moeraki: Kemu,2011.0,2,2,25,8,57,7.11,9472,2.8,96.0,"Pattern Building, Tile Placement"
A Blood-Red Banner: The Alamo,2011.0,1,2,15,10,91,6.73,9473,1.5,215.0,"Action Points, Campaign / Battle Card Driven, Dice Rolling, Point to Point Movement, Solo / Solitaire Game"
Masterpiece,1970.0,3,6,60,10,1616,5.7,9474,1.45,3431.0,"Auction/Bidding, Roll / Spin and Move"
Dungeon Brawler,2019.0,1,4,45,0,81,6.72,9475,1.89,198.0,"Cooperative Game, Deck Bag and Pool Building, Hand Management, Solo / Solitaire Game, Variable Player Powers"
Corona de Hierro,2017.0,3,5,60,15,63,7.51,9476,2.67,117.0,"Dice Rolling, Hand Management, Point to Point Movement, Set Collection"
Mago Magino,2004.0,2,5,30,5,156,6.2,9477,1.13,270.0,Roll / Spin and Move
Space Maze,2011.0,2,4,45,12,302,5.88,9478,2.15,369.0,"Dice Rolling, Modular Board, Pick-up and Deliver"
Lose Your Shirt,1976.0,3,6,90,9,82,6.66,9479,1.43,152.0,Betting and Bluffing
Song of Drums and Shakos,2008.0,2,8,45,0,50,7.55,9480,2.0,117.0,"Action Points, Dice Rolling"
The Suits: Season 1,2019.0,2,2,15,12,62,7.06,9481,0.0,53.0,"Betting and Bluffing, Hand Management, Variable Player Powers"
Sleepers,2012.0,2,2,30,8,42,7.78,9482,0.0,58.0,"Enclosure, Memory, Network and Route Building, Pattern Building, Tile Placement"
POWERUP,2018.0,1,5,120,8,59,7.84,9483,2.5,131.0,"Cooperative Game, Deck Bag and Pool Building, Dice Rolling, Storytelling, Variable Player Powers"
"""Scratch One Flat Top!""",1995.0,2,4,180,12,50,7.44,9484,3.38,281.0,"Hexagon Grid, Simulation"
War For Chicken Island,2020.0,1,4,240,10,85,7.27,9485,2.0,415.0,"Campaign / Battle Card Driven, Dice Rolling, Enclosure, Modular Board, Take That"
Battleground Fantasy Warfare: Lizardmen,2007.0,2,2,60,12,49,7.39,9486,2.67,278.0,Variable Phase Order
